"","id_domena","domena","czy_dziala","telefon","nip","krs","webEniro","webFachowcy","webCSGroup","PNA","version","sunrise","rzetelna","koszyk","data","facebook","instagram","linkedin","allegro","otomoto","googleplus","youtube","title","mail","ulica"
"1",1547579,"reklamazukowo.com.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","","","","","","","","Domena reklamazukowo.com.pl jest utrzymywana na serwerach nazwa.pl","","0"
"2",1547582,"revocar.pl",1,"884888001","0","0",0,0,0,"50-503","2.3",0,0,0,"2017-11-05","","","","","","","","RevoCar - Auto Serwis WrocÅaw","mailto:biuro@revocar.pl","0"
"3",1547777,"zaluzjezabki.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","","","","","","","","Domena zaluzjezabki.pl jest utrzymywana na serwerach nazwa.pl","","0"
"4",1547780,"zx48.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","","","","","","","","Strona w budowie","","0"
"5",1548883,"firmapogrzebowa.eu",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","403 Forbidden","","0"
"6",1549504,"czysty-serwis.pl",1,"693779120","0","0",0,0,0,"0","2.3",0,0,1,"2017-11-05","","","","","","","","Kompleksowe usługi sprzątania - Czysty serwis","",""
"7",1550269,"canto-pastori.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","403 Forbidden","","0"
"8",1550357,"daystate.com.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","403 Forbidden","","0"
"9",1679654,"jhss.pl",1,"509614334","0","0",0,0,0,"35-030","2.3",0,0,0,"2017-11-05","","","","","","","","JHSS","",""
"10",69769,"paulamaszopa.pl",1,"0","0","0",0,0,0,"99-201","2.3",0,0,0,"2017-11-05","","","","","","","","Gratulacje! Twoja domena została zarejestrowana w OVH!","",""
"11",157986,"medestetica.csk.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","","","","","","","","Apache2 Ubuntu Default Page: It works","",""
"12",196206,"megacor.mamfirme.pl",1,"717382371","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","","","","","","","","Domenę obsługuje serwis pl.mfirma.eu","","0"
"13",214347,"sz.kepno.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","","","","","","","","Apache2 Ubuntu Default Page: It works","",""
"14",235709,"electric-power.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Account Suspended","","0"
