"","id_domena","domena","czy_dziala","telefon","nip","krs","webEniro","webFachowcy","webCSGroup","PNA","version","sunrise","rzetelna","koszyk","data","facebook","instagram","linkedin","allegro","otomoto","googleplus","youtube","title","mail","ulica"
"1",1946611,"spawstal-balustrady.pl",1,"872460576","0","0",0,0,0,"99-416","2.3",0,0,0,"2017-11-03","","","","","","","","HOME","",""
"2",1706204,"mazurkiewiczprodukcja.pl",1,"668088630","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-03","https://www.facebook.com/mazurkiewiczprodukcja","","","","","","","Mazurkiewicz Produkcja Filmowa","mailto:biuro@mazurkiewiczprodukcja.pl","0"
"3",1935706,"adwokat-fiedorwojcik.pl",1,"882656488","7352755190","0",0,0,0,"30-045","2.3",0,0,0,"2017-11-03","","","","","","","","Joanna Fiedor-Wójcik – Kancelaria Adwokacka","mailto:kancelaria@fiedorwojcik.com","Królewska"
"4",1942199,"kancelarialuma.pl",1,"851008803","8281312504","0",0,0,0,"90-437","2.3",0,0,0,"2017-11-03","","","https://pl.linkedin.com/in/marta-st%C4%99pi%C5%84ska-421826a3","","","","","Kancelaria Luma","mailto:marta.stepinska@kancelarialuma.pl","Tansmana"
"5",1935705,"adwokat-ewanowak.pl",1,"505835436","0","0",0,0,0,"00-451","2.3",0,0,0,"2017-11-03","https://www.facebook.com/pg/Kancelaria-Adwokacka-Ewa-Nowak-1424841400918691/about/?entry_point=page_edit_dialog&tab=page_info","","","","","","","","kancelaria@adwokat-ewanowak.pl","Rozbrat"
"6",1935708,"adwokat-lukasiewicz.com.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-03","","","","","","","","Strona w przygotowaniu","","0"
"7",1935846,"kierownikprodukcji.com",1,"504502500","8522103252","0",0,0,0,"70-653","2.3",0,0,1,"2017-11-03","","","","","","","","home.pl : Najlepszy hosting. Domeny, serwery, e-mail, sklepy internetowe, SSL","","Zbożowa"
"8",1935847,"klauzeadwokat.pl",1,"664015120","6652576077","0",0,0,0,"62-510","2.3",0,0,0,"2017-11-03","https://www.facebook.com/klauzeadwokat","","","","","","","Kamila Klauze – adwokat Konin i okolice","","F. Chopina"
"9",1935861,"luczakadwokaci.pl",1,"721100145","0","0",0,0,0,"61-729","2.3",0,0,0,"2017-11-03","","","","","","","","Łuczak Adwokaci","luczak@luczakadwokaci.pl","Młyńska"
"10",1935709,"adwokatmakarska-szalon.pl",1,"501584376","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-03","https://www.facebook.com/adwokatmakarskaszalon/","","","","","","","Kancelaria Adwokacka Milena Ewa Makarska – Szalon","","Mikołaja Kopernika"
