"","id_domena","domena","czy_dziala","telefon","nip","krs","webEniro","webFachowcy","webCSGroup","PNA","version","sunrise","rzetelna","koszyk","data","facebook","instagram","linkedin","allegro","otomoto","googleplus","youtube","title","mail","ulica"
"1",1952829,"rollup-24.pl",0,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"2",1952847,"rozwodylodz.pl",1,"123123123","0","0",0,0,0,"90-009","2.3",0,0,0,"2017-11-04","","","","","","","","Rozwody Łódź, rozwód Łódź, podział majątku, pozew o rozwód","","0"
"3",1952851,"rrl2017.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","The RR Lyrae 2017 Conference","","0"
"4",1952853,"rta-systems.pl",1,"669181528","0","0",0,0,0,"54-035","2.3",0,0,0,"2017-11-04","","","","","","","","RTA SYSTEMS  |  Broadcast Systems Integration","mailto:pawel@rts-systems.pl",""
"5",1952859,"rusztylek.pl",1,"801502250","6191092038","0",0,0,0,"63-600","2.3",0,0,0,"2017-11-04","","","","","","","","IBC","biuro@ibc.pl","Przemysłowa"
"6",1952861,"rybkiigry.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","rybkiigry.pl-Strona gÅÃ³wna","","0"
"7",1952896,"saluskleszczow.pl",0,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"8",1952923,"schola-niebieska.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Schola Niebieska","","Słowackiego"
"9",1952928,"sdskrag.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"10",1952936,"segmentykuropatwy.pl",1,"790465100","0","0",0,0,0,"05-082","2.3",0,0,0,"2017-11-04","","","","","","","","Segmenty Kuropatwy","mailto:info@segmentykuropatwy.pl","Reymonta"
"11",1952946,"senior-akademia.pl",1,"768547958","8971802953","0000530554",0,0,0,"97-180","2.3",0,0,0,"2017-11-04","https://www.facebook.com/akademiaumyslu1","NULL","NULL","NULL","NULL","NULL","https://www.youtube.com/watch?v=onfezvFnMI4&list=PLn0vSTBGqcDiwL2WRZXUl8m-AjEuN97tq","    Ćwiczenia pamięci dla seniorów z zestawami Akademia Umysłu ","","Chojnowska"
"12",1952950,"sensorekbaby.pl",1,"0","0","0",0,0,0,"41-500","2.3",0,0,1,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Sensorek Baby","",""
"13",1952960,"servisfiat-pila.pl",1,"0","0","0",0,0,0,"64-920","2.3",0,0,0,"2017-11-04","http://www.facebook.com/Facebook","","","","","","http://www.youtube.com/YouTube","SERVIS FIAT","","function check(){var str"
"14",1952962,"serwerydedykowane.pl",1,"0","7822622168","0000612359",0,0,0,"60-829","2.3",0,0,1,"2017-11-04","https://www.facebook.com/SerweryDedykowanepl","","","","","","","SerweryDedykowane.pl • SerweryDedykowane.pl","","Franklina Roosevelta"
"15",1952976,"seyag.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,1,"2017-11-04","http://www.facebook.com/sharer.php?u=","NULL","http://www.linkedin.com/shareArticle?mini=true&url=","NULL","NULL","NULL","NULL","Zegarek pandora Biżuteria i zegarki - Pandora","",""
"16",1952986,"siatkowkanasiedzaco.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Siatkowka na siedzaco – Siatkowka na siedzaco","","0"
"17",1952989,"sika.rzeszow.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","sika-rzeszow-pl","","0"
"18",1952990,"sikstar.pl",1,"0","7772304270","0",0,0,0,"62-095","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Sikstar. Alternator Serwis - elektromechanika pojazdowa.","","Rzemieślnicza"
"19",1952995,"simplyanalog.pl",1,"123070467","0","0",0,0,0,"31-272","2.3",0,0,0,"2017-11-05","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Simply Analog – Audiophile products – Simply stay in vinyl","","Krowoderskich Zuchów"
"20",1952998,"sinamay.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","","","","","","","","Fascynatory SINAMAY","","0"
"21",1953000,"siodma9.pl",1,"851648717","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-05","https://www.facebook.com/Siodma9/","NULL","NULL","NULL","NULL","NULL","NULL","Start - Siódma - Dziewiąta - poranek rozgłośni katolickich","",""
