"","id_domena","domena","czy_dziala","telefon","nip","krs","webEniro","webFachowcy","webCSGroup","PNA","version","sunrise","rzetelna","koszyk","data","facebook","instagram","linkedin","allegro","otomoto","googleplus","youtube","title","mail","ulica"
"1",1941018,"ws4it.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"2",1941022,"w-w.com.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Książki i ebooki – które wybierasz ?","","0"
"3",1941046,"yellow-plate.pl",1,"881406387","9562004806","0",0,0,0,"87-100","2.3",0,0,0,"2017-11-04","https://www.facebook.com/healthyyellowplate","https://www.instagram.com/healthyyellowplate","NULL","NULL","NULL","NULL","NULL","Yellow Plate","",""
"4",1941059,"y-z.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","RESTRICTED AREA","","0"
"5",1941063,"zajazdnawzgorzu.pl",1,"663198448","0","0",0,0,0,"84-218","2.3",0,0,0,"2017-11-04","","","","","","","","Zajazd na WzgÃ³rzu Åwietlino: sala weselna, bankietowa na wesele, chrzest, komuniÄ. Imprezy  integracyjne, firmowe.","",""
"6",1941064,"zamax.com.pl",1,"501012537","0","0",0,0,0,"81-861","2.3",0,0,0,"2017-11-04","","","","","","","","Hydrostop – Zamax Gdynia","zamax8@wp.pl","Hutnicza"
"7",1941082,"ziabawa.pl",1,"790770194","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","https://www.facebook.com/ziabawaanimacje/","NULL","NULL","NULL","NULL","NULL","NULL","ZIABAWA  ANIMACJE","",""
"8",1941084,"zielonepodworko.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Przepraszamy","","0"
"9",1941230,"4koty.kinomi.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","https://www.facebook.com/Pruderia","","","","","","","4Koty","","0"
"10",1941231,"7thbasse.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","7thBasse.pl","","0"
"11",1941239,"agmarketing.org.pl",1,"616628110","0","0",0,0,0,"60-840","2.3",0,0,0,"2017-11-04","https://www.facebook.com/pages/AG-Marketing/1383583458624897","","","","","","","AG Marketing.","","0"
"12",1941247,"aku-ku.pl",1,"780184107","0","0",0,0,0,"20-092","2.3",0,0,0,"2017-11-04","https://www.facebook.com/ZloekPrywatnyAKuKu","","","","","","","Żłobek Niepubliczny A KU - KU - LUBLIN","mailto:marlena.grabowska6@wp.pl","Query(document).ready(function($) {$(""#pb_feature_"
"13",1941254,"allseron.pl",1,"0","0","0",0,0,0,"02-201","2.3",0,0,0,"2017-11-04","https://facebook.com/Allseron","","","","","","","Allseron - Polski serwer role play","",""
"14",1941266,"aptekaprzodkowo.pl",1,"586851114","0","0",0,0,0,"83-304","2.3",0,0,0,"2017-11-04","","","","","","","","Apteka Åw. Marcina Przodkowo","apt.apt@wp.pl","Kartuska"
"15",1941275,"aspri.polkowice.pl",1,"768451140","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","https://www.facebook.com/meblekonkret?fref=ts","NULL","NULL","NULL","NULL","NULL","NULL","Restauracja - Polkowice ! Witamy na stronie najbardziej znanej i polecanej w Polkowicach Restauracji - ASPRI ! Serdecznie zapraszamy do nas !  Gwarantujemy niezapomniane przeÅ¼ycia kulinarne, miÅa obsÅugÄ i niezapomniany klimat !","","CheÅmoÅskiego"
"16",1941285,"banderolles.muzzo.pl",1,"126462700","5272644300","0",0,0,0,"99-201","2.3",0,0,0,"2017-11-04","","","","","","","","Banderolles - wykonawca w Muzzo.pl - Rock, Pop, Inne","",""
"17",1941316,"budomart.com.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","SERWIS W PRZEBUDOWIE","","0"
"18",1941336,"considered-dead.pl",1,"0","0","0",0,0,0,"09-201","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Considered Dead metal blog","",""
"19",1941343,"cristine.avalo.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"20",1941358,"diakow.dobrydietetyk.pl",1,"503191858","0","0",0,0,0,"63-400","2.3",0,0,0,"2017-11-04","","","","","","","","Dobry Dietetyk Ostrów Wielkopolski - Martyna Diakow","",""
"21",1941376,"duestudio.pl",1,"508337537","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","http://facebook.com/duestudioanettaagnieszka","https://instagram.com/due_studio_projektywnetrz","","","","","","Projektowanie i aranżacja wnętrz Wałbrzych","",""
"22",1941383,"efektinstal.pl",1,"668120058","0","0",0,0,0,"64-100","2.3",0,0,0,"2017-11-04","","","","","","","","Efekt","efektinstal.biuro@wp.pl",""
"23",1941420,"fw.hpu.pl",1,"0","8942990981","0",0,0,0,"06-201","2.3",0,0,0,"2017-11-04","https://www.facebook.com/Husaria-Team-ASG-464243990296142/","NULL","NULL","NULL","NULL","NULL","NULL","ASG Husaria","","Orla"
"24",1941425,"gemarts.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","GemArts.pl","","0"
"25",1941426,"getfitgetsmile.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","https://www.facebook.com/GetFitGetSmile","https://www.instagram.com/p/BQlu6r8j7Jl/","","","","https://plus.google.com/u/0/108633467586776255923","","Get Fit Get Smile – it's easy! – Zadbaj o siebie z uśmiechem!","mailto:getfitgetsmile@gmail.com",""
"26",1941432,"gplawecka.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","www.facebook.com/gppsycholog","","","","","","","Grażyna Pławecka - psycholog, psychoterapeuta ","",""
"27",1941433,"grafi-projektowanie.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"28",1941455,"ikososai-kielce.cba.pl",0,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"29",1941482,"karakovan.biz",0,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"30",1941494,"kioskfryzjerski.pl",1,"739203939","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Kiosk Fryzjerski","","0"
"31",1941526,"liberoband.com.pl",1,"794130559","0","0",0,0,0,"37-200","2.3",0,0,0,"2017-11-04","https://www.facebook.com/pages/Zesp%C3%B3%C5%82-Libero-Band/199226040268051","NULL","NULL","NULL","NULL","NULL","NULL","LIBERO BAND - Imprezy             ","mailto:liberoband@wp.pl",""
"32",1941537,"lollipopkids.pl",0,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"33",1941538,"lowcy-zacmien.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","http://www.youtube.com/watch?v=sJPhI6QcxPo","Blog Łowcy-Zaćmień.pl - zaćmienia Słońca, zaćmienia Księżyca, tranzyty, zakrycia - Łowcy-Zaćmień.pl/blogi","",""
"34",1941599,"mpsalonopi.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Akademia Manicure Pedicure OPI and Beauty Rzeszów","","0"
"35",1941619,"nowakonstytucja.org.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Strona główna - Zespół Poselski na rzecz Nowej Konstytucji","","0"
"36",1941623,"odchudzanie-lublin.pl",1,"507117320","0","0",0,0,0,"07-117","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Masaże, zabiegi odchudzające Lublin - Body Line Lublin","bodyline.lublin@op.pl","0"
"37",1941625,"olimpia-jowisz.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Uklad sloneczny | olimpia-jowisz.pl","",""
"38",1941633,"oswsl.cba.pl",0,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"39",1941672,"profesjonalnylektor.pl",1,"605333632","0","0",0,0,0,"05-201","2.3",0,0,0,"2017-11-04","","","","","","","","Wojciech Grzechowiak - Profesjonalny lektor","",""
"40",1941690,"ravelduo.pl",1,"0","0","0",0,0,0,"16-201","2.3",0,0,0,"2017-11-04","https://www.facebook.com/ravelduo/","","","","","","https://www.youtube.com/channel/UCnPUnPcgxNXG8daR6QjAb1w","Ravel Piano DUO - Agnieszka Kozło / Katarzyna Ewa Sokołowska","kontakt@ravelduo.pl","0"
"41",1941691,"rawlemon.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","rawlemon.pl","","0"
"42",1941703,"rowerowadebica.xaa.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","http://www.facebook.com/pages/Blog-rowerowy-Rowerowa-D%C4%99bica/403578473029751","","","","","","","Blog rowerowy - Rowerowa Dębica","http://www.flickr.com/photos/27998473@N02/",""
"43",1941718,"shoko.biz",1,"932259200","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","https://www.facebook.com/shokobarcelona","https://www.instagram.com/shokobarcelona/","","","","","http://www.youtube.com/user/shokobcn","Shôko Barcelona - Restaurant & Lounge Club","mailto:shoko@shoko.biz","0"
"44",1941728,"skwgim1.dbv.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","https://www.facebook.com/pages/Szkolny-Klub-Wolontariusza-w-Gimnazjum-nr-1-Bytom/393478170750780","NULL","NULL","NULL","NULL","NULL","http://www.youtube.com/watch?v=Zqs9_GuakKU&feature=related","Klub Wolontariusza w Gimnazjum nr 1 w Bytomiu","","0"
"45",1941822,"wirek.luteranie.pl",1,"322420479","0","0",0,0,0,"10-201","2.3",0,0,0,"2017-11-04","","","","","","","","Parafia Ewangelicka Odkupiciela w Rudzie Śląskiej Wirku","mbrzoska@luteranie.pl",""
"46",1941842,"zespoltornado.pl",1,"609120195","0","0",0,0,0,"09-120","2.3",0,0,0,"2017-11-04","","","","","","","","START - ::TORNADO:: zespół muzyczny","",""
"47",1941845,"zielonapasieka.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Miody Dolnego Powiśla – Zielona Pasieka  | O pszczołach i cudach z ula","",""
"48",1941847,"zkwp.zgora.pl",1,"868327185","0","0",0,0,0,"65-021","2.3",0,0,0,"2017-11-04","https://www.facebook.com/PlanetPetSocietyPolska/?fref=mentions","","","","","","","Aktualności - Związek Kynologiczny w Polsce ::: Oddział w Zielonej Górze","mailto:wystawa@wystawapsow.pl","Dąbrowskiego"
"49",1941888,"atrve.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","","0"
"50",1941921,"smktv.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Domena smktv.pl jest utrzymywana na serwerach nazwa.pl","","0"
"51",1941932,"vasms.pl",0,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"52",1941942,"viflo.pl",1,"501553828","0","0",0,0,0,"20-234","2.3",0,0,0,"2017-11-04","","","","","","","","Strona główna | Viflo","mailto:biuro@viflo.pl","Mełgiewska"
"53",1941944,"vilus.pl",1,"0","0","0",0,0,0,"03-201","2.3",0,0,0,"2017-11-04","","","","","","","","Vilus.pl","","0"
"54",1941949,"voono.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","The domain name is registered","","0"
"55",1941983,"chatkadyziowka.pl",1,"604529160","0","0",0,0,0,"38-420","2.3",0,0,0,"2017-11-04","","","","","","",""," Chatka Dyziówka","kasiek1869@interia.pl","0"
"56",1941986,"ciekawyfilmpl.prv.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Ciekawy Film PL","","0"
"57",1942007,"goldenprestige.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Agencja reklamowa Golden Prestige","","0"
"58",1942009,"grafixdesign.cupsell.pl",1,"801007141","7792422363","0",0,0,0,"60-179","2.3",0,0,1,"2017-11-04","","","","","","","","GrafixDesign","mailto:biuro@cupsell.pl",""
"59",1942037,"mielec.epaka.pl",1,"533800089","8252013704","0",0,0,0,"21-400","2.3",0,0,0,"2017-11-04","https://www.facebook.com/v2.8/dialog/oauth?client_id=1365416370156562&state=db5b103a0c288a23d2bc6ae329c3ef1f&response_type=code&sdk=php-sdk-5.4.4&redirect_uri=https%3A%2F%2Fwww.epaka.pl%2Fuzytkownik%2Ffb_authorize%3Fprocess%3Dlogin&scope=email","NULL","NULL","https://ssl.allegro.pl/auth/oauth/authorize?response_type=code&client_id=2f4c9542-b3f7-4d3d-9376-59c447160d9b&api-key=eyJjbGllbnRJZCI6IjJmNGM5NTQyLWIzZjctNGQzZC05Mzc2LTU5YzQ0NzE2MGQ5YiJ9.jvavOuKG6-B5jCu-1ro-O-fQL4U24qnNQo-IOzOC9SE=&redirect_uri=https%3A%2","NULL","https://plus.google.com/102415402903570012672/about","NULL","przesyłki kurierskie, tani kurier,firmy DHL, UPS, FedEX - Epaka.pl","lukasz.domzalski@epaka.pl","Zimna Woda"
"60",1942082,"tatuhq.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"61",1942084,"transportikea24.pl",1,"508184995","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","https://www.facebook.com/transportradex","","","","","","","ZAKUPY IKEA SZCZECIN, DOSTAWA MEBLI IKEA SZCZECIN","","0"
"62",1942086,"tukanaudio.pl",1,"669841234","0","0",0,0,0,"54-610","2.3",0,0,0,"2017-11-04","https://www.facebook.com/tukanaudio/","","","","","","https://www.youtube.com/watch?time_continue=8&v=vq36Zvue0dU","Tukan Audio","bezpośrednionaadreskontakt@tukanaudio.pl",""
"63",1942092,"warsawnegotiationround.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Warsaw Negotiation Round - Legal Blog","",""
"64",1942321,"dms-polska.eu",1,"507200360","9461505843","0",0,0,0,"20-806","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","DMS Polska – doradztwo, szkolenia – Jesteśmy firmą doradczo-szkoleniową działającą na rynku polskim i międzynarodowym. Posiadamy ponad 10 letnie doświadczenie.","mailto:dms@dms-polska.eu","Jagiellońska"
"65",1942326,"kajzerek.net",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","403 Forbidden","","0"
"66",1942338,"promotex24.pl",1,"531787355","0","0",0,0,0,"34-482","2.3",0,0,0,"2017-11-04","https://www.facebook.com/Promotex-218639368499988/","","","","","","","Promotex24 – Agencja Reklamowa","mailto:biuro@promotex24.pl","0"
"67",1942396,"agromarek.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","agromarek.pl","","0"
"68",1942409,"archtypy.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","ARCHtypy","","0"
"69",1942410,"armasz.com.pl",1,"723179158","0","0",0,0,0,"63-920","2.3",0,0,0,"2017-11-04","https://www.facebook.com/armaszarkadiuszleciejewski/","","","","","","","Maszyny rolnicze. Producent maszyn rolniczych. ARMASZ","biuro@armasz.pl","Rolnicza"
"70",1942429,"cateringkrosno.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","                 cateringkrosno.pl         ","","0"
"71",1942437,"conmari.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"72",1942451,"eccor.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Domena eccor.pl jest utrzymywana na serwerach nazwa.pl","","0"
"73",1942455,"eko-radek.pl",1,"690477788","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","https://www.facebook.com/","NULL","NULL","NULL","NULL","https://plus.google.com/","NULL","eko-radek.pl","biuro@eko-radek.pl","0"
"74",1942502,"goldcrest.pl",1,"504502500","8522103252","0",0,0,0,"70-653","2.3",0,0,1,"2017-11-04","","","","","","","","home.pl : Najlepszy hosting. Domeny, serwery, e-mail, sklepy internetowe, SSL","","Zbożowa"
"75",1942504,"grand-budownictwo.pl",1,"517316706","9481830546","0",0,0,0,"48-183","2.3",0,0,0,"2017-11-04","","","","","","","","Grand - usługi budowlane","mailto:info@grand-budownictwo.pl","Hodowlana"
"76",1942520,"klontrans.pl",1,"696069068","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Klontrans - Sprzedaż kruszyw, usługi sprzętem budowlanym Grodzisk Maz.","","0"
"77",1942536,"lme.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Kursy metali wg notowań LME. Giełda metali kolorowych LME | ekologia.pl","","0"
"78",1942537,"lolastudio.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Domena lolastudio.pl jest utrzymywana na serwerach nazwa.pl","","0"
"79",1942549,"marmit.com.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","marmit.com.pl - Pawel Surosz","","0"
"80",1942554,"matjar.com.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Domena matjar.com.pl jest utrzymywana na serwerach nazwa.pl","","0"
"81",1942558,"mazurtrans.com.pl",1,"601497134","0","0",0,0,0,"31-621","2.3",0,0,0,"2017-11-04","","","","","","","","Untitled Document","","Kantorowicka"
"82",1942559,"mbudownictwo.com.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","MBudownictwo","","0"
"83",1942565,"medmax.com.pl",1,"512194789","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","medmax","biuro@medmax.com",""
"84",1942588,"nadjezioremrozane.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Domena nadjezioremrozane.pl jest utrzymywana na serwerach nazwa.pl","","0"
"85",1942608,"oskaprzytula.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Domena oskaprzytula.pl jest utrzymywana na serwerach nazwa.pl","",""
"86",1942610,"parawanyplazowe.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","http://www.youtube.com/user/produkcjareklamowa/videos","Parawany Plażowe","mailto:zamowienia@parawanyplazowe.pl","0"
"87",1942621,"pismiennicze.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"88",1942623,"pktech.com.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","Index of /","","0"
"89",1942639,"przybrzegu.pl",0,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","","","","","","","","","","0"
"90",1942657,"rurpex.pl",1,"509177473","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-04","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Uslugi Hydrauliczne - firma","tro-kom@wp.pl",""
