"","id_domena","domena","czy_dziala","telefon","nip","krs","webEniro","webFachowcy","webCSGroup","PNA","version","sunrise","rzetelna","koszyk","data","facebook","instagram","linkedin","allegro","otomoto","googleplus","youtube","title","mail","ulica"
"1",254226,"songhwa.com",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","NULL","NULL","NULL","NULL","NULL","NULL","NULL","(주)송화엔지니어링","","0"
"2",254333,"ksbh.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","","0"
"3",254426,"chefsculinar.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","","","","","","","","CHEFS CULINAR - Foodservice naszą pasją.","",""
"4",254513,"bossdetailing.pl",0,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","","","","","","","","","","0"
"5",254589,"midtownhostel.pl",1,"587105057","5862323347","0",0,0,0,"80-844","2.3",0,0,0,"2017-11-07","https://www.facebook.com/midtownhostelgdansk","https://www.instagram.com/explore/locations/266690797/","","","","","","Tanie noclegi - Gdańsk Stare Miasto - Midtown Hostel Gdańsk ","gdansk@midtownhostel.pl","0"
"6",255108,"hereksound.pl.tl",1,"532524454","0","0",0,0,0,"32-524","2.3",0,0,0,"2017-11-07","","","","","","","","HerekSound -  Herek Sound  Twoja Udana Impreza","",""
"7",255380,"klubdladzieci.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Mali Odkrywcy Dzienna Opieka nad Dziećmi","","0"
"8",255678,"pstd.edu.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","","","","","","","","Policealne Studium Transportu Drogowego w Kielcach","",""
"9",255704,"pse.pl",0,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","","","","","","","","","","0"
"10",256092,"vedarian.sklepna5.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","","","","","","",""," Rolety Żaluzje Daszki Bramy Garażowe Markizy Okna PCV Opole VEDARIAN","","0"
"11",256320,"energy-line.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","NULL","NULL","NULL","NULL","NULL","NULL","NULL","","","0"
"12",256457,"smartvet.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","https://www.facebook.com/smartvet.polska","","","","","","","Weterynarz Katowice - Sieć Przychodni Weterynaryjnych Smartvet - Smartvet","","0"
"13",256865,"jmjinteriors.pl",1,"693272087","5922023495","0",0,0,0,"80-180","2.3",0,0,0,"2017-11-07","http://www.facebook.com/jmjinteriors","","","","","","","JMJ Interiors","biuro@jmjinteriors.pl","Jana Kielasa"
"14",256887,"dolomico.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","NULL","NULL","NULL","NULL","NULL","NULL","NULL","403 Forbidden","","0"
"15",256909,"amsconcept.com",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","","","","","","","","AMS Concept","","0"
"16",257061,"domnowoczesny.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","","","","","","","","DomNowoczesny.pl","","0"
"17",257139,"kardiolog-gorzow.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","","","","","","","","Kardiolg - Poradnia Kardiologiczna w Gorzowie","","Piłsudskiego"
"18",257216,"euromedlodz.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","NULL","NULL","NULL","NULL","NULL","NULL","NULL","Gastroenterologia Łódź Euromed: Prof. dr hab. med. Ewa Małecka-Panas badania konsultacje","",""
"19",257282,"adwkamiljurkiewicz.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,0,"2017-11-07","","","","","","","","Kancelaria Adwokacka Kamil Jurkiewicz | Kancelaria Adwokacka Toruń","","0"
"20",257358,"adamczyk-law.pl",1,"812411227","0","0",0,0,0,"31-518","2.3",0,0,0,"2017-11-07","https://www.facebook.com/pages/Kancelaria-Prawna-Agata-Adamczyk-Wsp%C3%B3%C5%82pracownicy/114005685313199","NULL","http://pl.linkedin.com/pub/agata-adamczyk/23/64b/515","NULL","NULL","NULL","NULL","O kancelarii","kancelaria@adamczyk-law.pl","Moniuszki"
"21",257412,"ameba.ta.pl",1,"0","0","0",0,0,0,"0","2.3",0,0,1,"2017-11-07","","","","","","","","noclegi w Mielnie, pobyt dla rodzin z dziećmi, wczasy , urlop , kort tenisowy, senior","","0"
"22",257463,"archpp.com",1,"869382736","0","0",0,0,0,"87-100","2.3",0,0,0,"2017-11-07","","","","","","","","Strona główna | PUJAN`ARCHITECTURE","","Słowicza"
